[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 5.98%, 11.31MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 489kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.89%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.40%, 11.31MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.08%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 489kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.42%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.90%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.40%, 11.31MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.08%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 489kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.42%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.90%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.21%, 11.31MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 489kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.35%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.21%, 11.31MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 489kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.35%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.35%, 11.31MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.43%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 489kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.27%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.35%, 11.31MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.43%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 489kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.27%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.60%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.59%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.32%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.60%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.59%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.914MiB / 125MiB, 4.73%, 696kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.32%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.25%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.16%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.51%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.54%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.25%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.16%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.51%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.54%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.16%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.03%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.67%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.16%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.03%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.67%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.94%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.51%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.90%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.94%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.51%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.90%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.48%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.06%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.83%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.48%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.06%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
OK,4,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,4,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.83%, 12.47MiB / 3.871GiB, 0.31%, 117MB / 167MB, 4.66MB / 0B
[2J[HOK,4,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.48%, 11.32MiB / 3.871GiB, 0.29%, 168MB / 120MB, 0B / 0B
OK,4,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 209kB / 350kB, 0B / 0B
OK,4,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,4,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.06%, 29.34MiB / 500MiB, 5.87%, 2.78MB / 490kB, 27.8MB / 0B
OK,4,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.914MiB / 125MiB, 4.73%, 697kB / 397kB, 160kB / 0B
