[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.57%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.72%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.89%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.39MiB / 500MiB, 5.88%, 3.17MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.922MiB / 125MiB, 4.74%, 794kB / 453kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.78%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.89%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.39MiB / 500MiB, 5.88%, 3.17MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.922MiB / 125MiB, 4.74%, 794kB / 453kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.78%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.82%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.99%, 29.39MiB / 500MiB, 5.88%, 3.17MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.922MiB / 125MiB, 4.74%, 794kB / 453kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.84%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.82%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.99%, 29.39MiB / 500MiB, 5.88%, 3.17MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.922MiB / 125MiB, 4.74%, 794kB / 453kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.84%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.82%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.45%, 29.39MiB / 500MiB, 5.88%, 3.17MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.922MiB / 125MiB, 4.74%, 795kB / 453kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.36%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.82%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.45%, 29.39MiB / 500MiB, 5.88%, 3.17MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.922MiB / 125MiB, 4.74%, 795kB / 453kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.36%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.57%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.17%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.922MiB / 125MiB, 4.74%, 795kB / 453kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.95%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.57%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.17%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.922MiB / 125MiB, 4.74%, 795kB / 453kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.95%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.97%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.14%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.53%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.97%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.14%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.53%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.91%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.46%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.91%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.46%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.37%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.07%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.61%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.37%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.07%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 558kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.61%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.03%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.78%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 559kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.32%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.30%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.03%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.78%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 559kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.32%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
OK,7,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,7,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.30%, 12.47MiB / 3.871GiB, 0.31%, 138MB / 196MB, 4.66MB / 0B
[2J[HOK,7,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.03%, 11.33MiB / 3.871GiB, 0.29%, 197MB / 141MB, 0B / 0B
OK,7,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.133MiB / 50MiB, 8.27%, 237kB / 400kB, 0B / 0B
OK,7,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,7,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.39MiB / 500MiB, 5.88%, 3.18MB / 559kB, 27.8MB / 0B
OK,7,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.32%, 5.922MiB / 125MiB, 4.74%, 795kB / 454kB, 160kB / 0B
