[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 10.32MiB / 3.871GiB, 0.26%, 88.9MB / 63.6MB, 0B / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.31%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.05%, 10.32MiB / 3.871GiB, 0.26%, 88.9MB / 63.6MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.64%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 370kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.18%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.05%, 10.32MiB / 3.871GiB, 0.26%, 88.9MB / 63.6MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.64%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 370kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.18%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.45%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.875MiB / 125MiB, 4.70%, 370kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.21%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.45%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.875MiB / 125MiB, 4.70%, 370kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.21%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.72%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 370kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.04%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.72%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 370kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.04%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.21%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.875MiB / 125MiB, 4.70%, 370kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.07%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.21%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.875MiB / 125MiB, 4.70%, 370kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.07%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.25%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.22%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 371kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.93%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.25%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.22%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 260kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 371kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.93%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 20.65%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.65%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 261kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.875MiB / 125MiB, 4.70%, 371kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.56%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 20.65%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.65%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 261kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.875MiB / 125MiB, 4.70%, 371kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.56%, 12.46MiB / 3.871GiB, 0.31%, 61.9MB / 88.5MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.11%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 261kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.46%, 5.875MiB / 125MiB, 4.70%, 371kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.90%, 12.46MiB / 3.871GiB, 0.31%, 62MB / 88.6MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.11%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 261kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.46%, 5.875MiB / 125MiB, 4.70%, 371kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.90%, 12.46MiB / 3.871GiB, 0.31%, 62MB / 88.6MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.26%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.11%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 261kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.875MiB / 125MiB, 4.70%, 371kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.06%, 12.46MiB / 3.871GiB, 0.31%, 62MB / 88.6MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.26%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 261kB, 27.8MB / 0B
OK,6,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.875MiB / 125MiB, 4.70%, 371kB / 210kB, 160kB / 0B
OK,6,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,6,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.06%, 12.46MiB / 3.871GiB, 0.31%, 62MB / 88.6MB, 4.66MB / 0B
[2J[HOK,6,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.26%, 10.32MiB / 3.871GiB, 0.26%, 89MB / 63.7MB, 0B / 0B
OK,6,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 113kB / 186kB, 0B / 0B
OK,6,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,6,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.12MiB / 500MiB, 5.42%, 1.47MB / 261kB, 27.8MB / 0B
