[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 10.98MiB / 3.871GiB, 0.28%, 98.5MB / 70.6MB, 0B / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.14%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.17%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 200kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.81%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.14%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.19%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.18%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.85%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.19%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.18%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.85%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.61%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.59%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.61%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.59%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.36%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.25%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.36%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.25%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.17%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.25%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 25.73%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.17%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.25%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 281kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 25.73%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.84%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.68%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 282kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.02%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.84%, 10.98MiB / 3.871GiB, 0.28%, 98.6MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.68%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 282kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.875MiB / 125MiB, 4.70%, 400kB / 227kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.02%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.82%, 10.98MiB / 3.871GiB, 0.28%, 98.7MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 282kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.875MiB / 125MiB, 4.70%, 400kB / 228kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.66%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.82%, 10.98MiB / 3.871GiB, 0.28%, 98.7MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 282kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.875MiB / 125MiB, 4.70%, 400kB / 228kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.66%, 12.46MiB / 3.871GiB, 0.31%, 68.8MB / 98.1MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.82%, 10.98MiB / 3.871GiB, 0.28%, 98.7MB / 70.7MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.121MiB / 50MiB, 8.24%, 122kB / 201kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.15MiB / 500MiB, 5.43%, 1.59MB / 282kB, 27.8MB / 0B
