[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.00%, 9.391MiB / 3.871GiB, 0.24%, 9.63MB / 7.01MB, 0B / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.31%, 25.2MiB / 500MiB, 5.04%, 122kB / 23.7kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.566MiB / 125MiB, 4.45%, 35.5kB / 19.5kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.26%, 10.03MiB / 3.871GiB, 0.25%, 6.88MB / 9.6MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.81%, 9.391MiB / 3.871GiB, 0.24%, 9.64MB / 7.02MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13kB / 16.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.31%, 25.2MiB / 500MiB, 5.04%, 122kB / 23.7kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.566MiB / 125MiB, 4.45%, 35.5kB / 19.5kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.26%, 10.03MiB / 3.871GiB, 0.25%, 6.88MB / 9.6MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.66%, 9.395MiB / 3.871GiB, 0.24%, 9.65MB / 7.03MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13kB / 16.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.26%, 25.2MiB / 500MiB, 5.04%, 125kB / 24kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.566MiB / 125MiB, 4.45%, 35.5kB / 19.5kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.59%, 10.04MiB / 3.871GiB, 0.25%, 6.89MB / 9.61MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.66%, 9.395MiB / 3.871GiB, 0.24%, 9.65MB / 7.03MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13kB / 16.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.26%, 25.2MiB / 500MiB, 5.04%, 125kB / 24kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.566MiB / 125MiB, 4.45%, 35.5kB / 19.5kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.59%, 10.04MiB / 3.871GiB, 0.25%, 6.89MB / 9.61MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.64%, 9.395MiB / 3.871GiB, 0.24%, 9.66MB / 7.04MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.004MiB / 50MiB, 4.01%, 13.1kB / 16.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.2MiB / 500MiB, 5.04%, 125kB / 24.1kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.566MiB / 125MiB, 4.45%, 35.7kB / 19.7kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.19%, 10.04MiB / 3.871GiB, 0.25%, 6.89MB / 9.62MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.64%, 9.395MiB / 3.871GiB, 0.24%, 9.66MB / 7.04MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 2.004MiB / 50MiB, 4.01%, 13.1kB / 16.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.2MiB / 500MiB, 5.04%, 125kB / 24.1kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.566MiB / 125MiB, 4.45%, 35.7kB / 19.7kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.19%, 10.04MiB / 3.871GiB, 0.25%, 6.89MB / 9.62MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.35%, 9.395MiB / 3.871GiB, 0.24%, 9.68MB / 7.04MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.1kB / 16.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 125kB / 24.1kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.566MiB / 125MiB, 4.45%, 35.7kB / 19.7kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.47%, 10.04MiB / 3.871GiB, 0.25%, 6.9MB / 9.63MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.35%, 9.395MiB / 3.871GiB, 0.24%, 9.68MB / 7.04MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.1kB / 16.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 125kB / 24.1kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.566MiB / 125MiB, 4.45%, 35.7kB / 19.7kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.47%, 10.04MiB / 3.871GiB, 0.25%, 6.9MB / 9.63MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.48%, 9.398MiB / 3.871GiB, 0.24%, 9.7MB / 7.05MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.1kB / 16.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.56%, 25.2MiB / 500MiB, 5.04%, 125kB / 24.1kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.566MiB / 125MiB, 4.45%, 36kB / 19.8kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.92%, 10.04MiB / 3.871GiB, 0.25%, 6.91MB / 9.65MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.48%, 9.398MiB / 3.871GiB, 0.24%, 9.7MB / 7.05MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.1kB / 16.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.56%, 25.2MiB / 500MiB, 5.04%, 125kB / 24.1kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.566MiB / 125MiB, 4.45%, 36kB / 19.8kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.92%, 10.04MiB / 3.871GiB, 0.25%, 6.91MB / 9.65MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.44%, 9.398MiB / 3.871GiB, 0.24%, 9.71MB / 7.06MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.1kB / 16.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.65%, 25.2MiB / 500MiB, 5.04%, 127kB / 24.5kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.566MiB / 125MiB, 4.45%, 36kB / 19.8kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.42%, 10.04MiB / 3.871GiB, 0.25%, 6.92MB / 9.66MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.44%, 9.398MiB / 3.871GiB, 0.24%, 9.71MB / 7.06MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.1kB / 16.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.65%, 25.2MiB / 500MiB, 5.04%, 127kB / 24.5kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.566MiB / 125MiB, 4.45%, 36kB / 19.8kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.42%, 10.04MiB / 3.871GiB, 0.25%, 6.92MB / 9.66MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 9.398MiB / 3.871GiB, 0.24%, 9.72MB / 7.07MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.18%, 2.004MiB / 50MiB, 4.01%, 13.2kB / 17.1kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 127kB / 24.5kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.566MiB / 125MiB, 4.45%, 36.2kB / 19.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.79%, 10.04MiB / 3.871GiB, 0.25%, 6.93MB / 9.68MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 9.398MiB / 3.871GiB, 0.24%, 9.72MB / 7.07MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.18%, 2.004MiB / 50MiB, 4.01%, 13.2kB / 17.1kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 127kB / 24.5kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.566MiB / 125MiB, 4.45%, 36.2kB / 19.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.79%, 10.04MiB / 3.871GiB, 0.25%, 6.93MB / 9.68MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.38%, 9.398MiB / 3.871GiB, 0.24%, 9.73MB / 7.08MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.2kB / 17.1kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 25.2MiB / 500MiB, 5.04%, 127kB / 24.5kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.566MiB / 125MiB, 4.45%, 36.2kB / 19.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.09%, 10.04MiB / 3.871GiB, 0.25%, 6.93MB / 9.69MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.38%, 9.398MiB / 3.871GiB, 0.24%, 9.73MB / 7.08MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.2kB / 17.1kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 25.2MiB / 500MiB, 5.04%, 127kB / 24.5kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.566MiB / 125MiB, 4.45%, 36.2kB / 19.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.09%, 10.04MiB / 3.871GiB, 0.25%, 6.93MB / 9.69MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.38%, 9.398MiB / 3.871GiB, 0.24%, 9.73MB / 7.08MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.2kB / 17.1kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 25.2MiB / 500MiB, 5.04%, 127kB / 24.5kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.566MiB / 125MiB, 4.45%, 36.2kB / 19.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.09%, 10.04MiB / 3.871GiB, 0.25%, 6.93MB / 9.69MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.97%, 9.402MiB / 3.871GiB, 0.24%, 9.74MB / 7.09MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.2kB / 17.1kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 9.973MiB / 50MiB, 19.95%, 5.26kB / 2.5kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 127kB / 24.5kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.566MiB / 125MiB, 4.45%, 36.2kB / 19.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.26%, 10.04MiB / 3.871GiB, 0.25%, 6.94MB / 9.7MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.97%, 9.402MiB / 3.871GiB, 0.24%, 9.74MB / 7.09MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 13.2kB / 17.1kB, 0B / 0B
