X-Duration Times,,,Function Exec Time,,,Warm Times,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
image-processing-pillow_rpi,0.73351964,,,,sentiment-analysis,9739.925,9.739925,2.10732501,11.84725001,,,,,,,,
image-processing-pillow_nano,0.81079356,,,,sorter,7870.1,7.8701,0.02606383,7.89616383,,,,,,,,
iperf3_rpi,0.40030149,,,,speech-to-text,7344.75,7.34475,0.25616168,7.60091168,,,,,,,,
iperf3_nano,0.41209287,,,,,,,,,,,,,,,,
matrix-multiplication-high_rpi,1.45215758,,,,,,,,,,,,,,,,
matrix-multiplication-high_nano,1.30855325,,,,,,,,,,,,,,,,
matrix-multiplication-medium_rpi,1.40270705,,,,,,,,,,image-classification-alexnet-gpu,38502.3625,,,,,
matrix-multiplication-medium_nano,1.32507703,,,,,,,,,,object-classification-yolo-gpu,9356.9625,,,,,
matrix-multiplication-low_rpi,1.34682064,,,,,,,,,,image-classification-with-cuda,12997.8375,12.9978375,,,,
matrix-multiplication-low_nano,1.27892543,,,,,Nano,,,,,,,,,,,
object-classification-yolo-no-gpu_rpi,0.087812283,,,,AppName,deploytime,deploytime,warm,cold,,,,,,,,
object-classification-yolo-no-gpu_nano,0.079660963,,,,,ms,s,s,s,,,,,,,,
sentiment-analysis_rpi,2.10732501,,,,dd-cmd,5455.8,5.4558,0.38340735,5.83920735,,,,,,,,
sentiment-analysis_nano,2.30414192,,,,fast-fourier-transform,6651.2875,6.6512875,1.38811215,8.03939965,,,,,,,,
sorter_rpi,0.02606383,,,,floating-point-operation-cosine,5491.8125,5.4918125,0.15274377,5.64455627,,,,,,,,
sorter_nano,0.01664572,,,,floating-point-operation-sine,5729.5125,5.7295125,0.1529575,5.88247,,,,,,,,
speech-to-text_rpi,0.25616168,,,,floating-point-operation-sqrt,5895.7,5.8957,0.16778571,6.06348571,,,,,,,,
speech-to-text_nano,0.26031477,,,,image-classification-alexnet-cpu,34418.25,34.41825,7.67378114,42.09203114,,,,,,,,
,,,,,image-classification-with-cpu,8264.9125,8.2649125,2.333829665,10.59874217,,,,,,,,
,,,,,image-processing-pillow,6952.6375,6.9526375,0.81079356,7.76343106,,,,,,,,
,,,,,iperf3,6385.5625,6.3855625,0.41209287,6.79765537,,,,,,,,
,,,,,matrix-multiplication-high,5964.2625,5.9642625,1.30855325,7.27281575,,,,,,,,
,,,,,matrix-multiplication-low,5809.1125,5.8091125,1.27892543,7.08803793,,,,,,,,
,,,,,matrix-multiplication-medium,6223.425,6.223425,1.32507703,7.54850203,,,,,,,,
,,,,,object-classification-yolo-no-gpu,3073.2875,3.0732875,0.079660963,3.152948463,,,,,,,,
,,,,,sentiment-analysis,9620.25,9.62025,2.30414192,11.92439192,,,,,,,,
,,,,,sorter,5640.45,5.64045,0.01664572,5.65709572,,,,,,,,
,,,,,speech-to-text,6133.6125,6.1336125,0.26031477,6.39392727,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Cold warm mapping,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
AppName,Nano,,Rpi,,,,AppName,Nano,,Rpi,,,AppName,Nano,,Rpi,
,warm,cold,warm,cold,,,,warm,cold,warm,cold,,,warm,cold,warm,cold
dd-cmd,0.38340735,5.83920735,0.44039142,7.38381642,,,dd-cmd,0.38340735,5.83920735,0.44039142,7.38381642,,iperf3,0.41209287,6.79765537,0.40030149,6.84665149
fast-fourier-transform,1.38811215,8.03939965,1.760669126,9.173090179,,,fast-fourier-transform,1.38811215,8.03939965,1.760669126,9.173090179,,matrix-multiplication-high,1.30855325,7.27281575,1.45215758,7.77519508
floating-point-operation-cosine,0.15274377,5.64455627,0.17633054,7.55128054,,,floating-point-operation-cosine,0.15274377,5.64455627,0.17633054,7.55128054,,matrix-multiplication-low,1.27892543,7.08803793,1.34682064,8.00564564
floating-point-operation-sine,0.1529575,5.88247,0.1887736,8.029168337,,,floating-point-operation-sine,0.1529575,5.88247,0.1887736,8.029168337,,matrix-multiplication-medium,1.32507703,7.54850203,1.40270705,7.85920705
floating-point-operation-sqrt,0.16778571,6.06348571,0.19102192,8.23069692,,,floating-point-operation-sqrt,0.16778571,6.06348571,0.19102192,8.23069692,,object-classification-yolo-no-gpu,0.079660963,3.152948463,0.087812283,3.954587283
image-classification-alexnet-cpu,7.67378114,42.09203114,5.26054261,29.49504261,,,image-classification-alexnet-cpu,7.67378114,42.09203114,5.26054261,29.49504261,,sentiment-analysis,2.30414192,11.92439192,2.10732501,11.84725001
image-classification-with-cpu,2.333829665,10.59874217,1.85968796,10.28078796,,,image-classification-with-cpu,2.333829665,10.59874217,1.85968796,10.28078796,,sorter,0.01664572,5.65709572,0.02606383,7.89616383
image-processing-pillow,0.81079356,7.76343106,0.73351964,8.48533214,,,image-processing-pillow,0.81079356,7.76343106,0.73351964,8.48533214,,speech-to-text,0.26031477,6.39392727,0.25616168,7.60091168
iperf3,0.41209287,6.79765537,0.40030149,6.84665149,,,,,,,,,,,,,
matrix-multiplication-high,1.30855325,7.27281575,1.45215758,7.77519508,,,,,,,,,,,,,
matrix-multiplication-low,1.27892543,7.08803793,1.34682064,8.00564564,,,,,,,,,,,,,
matrix-multiplication-medium,1.32507703,7.54850203,1.40270705,7.85920705,,,,,,,,,,,,,
object-classification-yolo-no-gpu,0.079660963,3.152948463,0.087812283,3.954587283,,,,,,,,,,,,,
sentiment-analysis,2.30414192,11.92439192,2.10732501,11.84725001,,,,,,,,,,,,,
sorter,0.01664572,5.65709572,0.02606383,7.89616383,,,,,,,,,,,,,
speech-to-text,0.26031477,6.39392727,0.25616168,7.60091168,,,,,,,,,,,,,
